kind,trend_n,trend_buffer,prox_n,prox_thr,mom_n,mom_thr,vol_n,vol_max,abs_vol_max,vix_max,require_slope,confirm_style,confirm_up,cb_vol_pct,cb_drop,cb_drop_n,cb_vix,crash_mom_thr,sizing,target_vol,max_leverage,min_weight,tecl_w,xlk_w,IS_CAGR,IS_maxDD,IS_Sharpe,IS_Calmar,OOS_CAGR,OOS_maxDD,OOS_Sharpe,OOS_Calmar,ALL_CAGR,ALL_maxDD,ALL_Sharpe,ALL_Calmar,trades_per_yr,vol,pct_BIL,pct_XLK,pct_TECL
v2vol,100,0.0,60,0.96,20,0.0,20,0.7,,,True,sym,5,,,10,,,fixed,,1.0,0.0,0.6,1.0,0.15990919336438947,-0.32220886340487653,0.7834441140088965,0.4962904858500217,0.20441066533428986,-0.291208575732381,0.7112064333999405,0.7019390305392039,0.17856957330862544,-0.32220886340487653,0.753046855831606,0.5542044108334819,8.208097715448993,0.23995729778519498,0.22370504410766795,0.2920153811354897,0.48427957475684236
v2vol,100,0.0,60,0.96,20,0.0,20,0.7,,,True,sym,5,,,10,,,fixed,,1.0,0.0,0.7,1.0,0.1756286701283225,-0.3725254975653097,0.7711321311798448,0.4714540918035603,0.23023236242499,-0.3016947111354382,0.7358214472671936,0.763130256935903,0.19837430580711746,-0.3725254975653097,0.7581812128968434,0.5325120216028683,8.208097715448993,0.27080404367171323,0.22370504410766795,0.2920153811354897,0.48427957475684236
v2vol,100,0.0,60,0.96,20,0.0,20,0.7,,,True,sym,5,,,10,,,fixed,,1.0,0.0,0.85,1.0,0.19719935795379007,-0.4452093558675243,0.7547068279584648,0.4429362396698338,0.26641657683472975,-0.334112416837397,0.7598315730330645,0.7973860395747792,0.22585989389859784,-0.4452093558675243,0.7603153585489133,0.5073116521967348,8.208097715448993,0.3186126843504563,0.22370504410766795,0.2920153811354897,0.48427957475684236
v2vol,100,0.0,60,0.96,20,0.0,20,0.7,,,True,sym,5,,,10,,,fixed,,1.0,0.0,1.0,1.0,0.21621164354875777,-0.5112290320924959,0.741006348229881,0.4229252056828395,0.2992225929619383,-0.39075563250021883,0.7746623544909653,0.7657537552239141,0.2504710985737095,-0.5112290320924959,0.759392935667128,0.48993911309871024,8.208097715448993,0.36762579439652693,0.22370504410766795,0.2920153811354897,0.48427957475684236
v2vol,100,0.0,60,0.96,20,0.0,20,0.7,,,False,sym,3,0.9,,10,,,fixed,,1.0,0.0,0.4,1.0,0.1407627636310822,-0.21695964902149556,0.9325752254609309,0.6487969733816077,0.214071234937117,-0.22602307966890967,0.9501555969451817,0.9471211313937481,0.1691215169847251,-0.2260230796689089,0.9388587945022773,0.7482488833992691,11.058131644424337,0.16817970323623416,0.776973535399231,0.22302646460076905,
v2vol,100,0.0,60,0.96,20,0.0,20,0.7,,,False,sym,3,0.9,,10,,,fixed,,1.0,0.0,0.5,1.0,0.1697007254146503,-0.23329383841011064,0.954426699092109,0.727411947830062,0.24051989955311726,-0.24146161869478444,0.9405533723530097,0.9960999220217374,0.19758030231649903,-0.24146161869478378,0.9483491710256187,0.8182679441333809,12.198145216014476,0.197580534619305,0.267134132549197,0.22302646460076905,0.5098394028500339
v2vol,100,0.0,60,0.96,20,0.0,20,0.7,,,False,sym,3,0.9,,10,,,fixed,,1.0,0.0,0.6,1.0,0.19816470767099648,-0.2495131564619889,0.9648963252264295,0.7942054458406288,0.26557299163808645,-0.2597551785711685,0.9267834882206161,1.0223972938630903,0.22524264082597467,-0.2597551785711678,0.9492989897904038,0.8671343611510044,12.198145216014476,0.2284346728893521,0.267134132549197,0.22302646460076905,0.5098394028500339
v2vol,100,0.0,60,0.96,20,0.0,20,0.7,,,False,sym,3,0.9,,10,,,fixed,,1.0,0.0,0.7,1.0,0.22608227320655994,-0.2735460819712977,0.9697555079162747,0.8264869727883071,0.28911308511892186,-0.30896716449600015,0.9124629020827001,0.9357404874739196,0.2520165720621492,-0.3089671644959997,0.9466005757012846,0.8156742884741468,12.198145216014476,0.2602256884580623,0.267134132549197,0.22302646460076905,0.5098394028500339
v2vol,100,0.0,60,0.96,20,0.0,20,0.7,,,False,sym,3,0.9,,10,,,fixed,,1.0,0.0,0.85,1.0,0.26677423877648,-0.3134740919680634,0.9720980983691894,0.8510248394105208,0.3213378528478983,-0.3773452075290148,0.8926538207809362,0.8515752855379514,0.29031132487972044,-0.3773452075290151,0.9401688111712415,0.7693520921619167,12.198145216014476,0.3090346940271334,0.267134132549197,0.22302646460076905,0.5098394028500339
v2vol,100,0.0,60,0.96,20,0.0,20,0.7,,,False,sym,3,0.9,,10,,,fixed,,1.0,0.0,1.0,1.0,0.30582476240247525,-0.3533158211619428,0.9718295750992656,0.8655846811408426,0.3495355214322622,-0.4396463434897747,0.8757093957745792,0.7950379358503449,0.3260949850262256,-0.4396463434897754,0.9332546274967276,0.7417211353056764,12.198145216014476,0.3587011271608275,0.267134132549197,0.22302646460076905,0.5098394028500339
